path,generated_question,generated_answer,raw_model_output,model_prediction,cleaned_prediction,cleaned_ground_truth
59/599c9195.jpg,What design is visible on the cell phone case in the image?,diamonds,['Question: What design is visible on the cell phone case in the image? Answer:\n'],,,diamonds
cc/cc4d9455.jpg,What type of art style is visible on the phone case?,abstract,['Question: What type of art style is visible on the phone case? Answer: Abstract\n'],Abstract,abstract,abstract
f7/f7ae4a3a.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: mobile phone case\n'],mobile phone case,mobile phone case,cellular phone case
e7/e7eac2ac.jpg,What are the cute animals printed on this phone case?,pandas,['Question: What are the cute animals printed on this phone case? Answer: It is a panda\n'],It is a panda,it is a panda,pandas
9f/9f61e609.jpg,What design is on the phone case?,heart,['Question: What design is on the phone case? Answer:\n'],,,heart
35/355573b0.jpg,What type of phone case does it have?,other,['Question: What type of phone case does it have? Answer: Love\n'],Love,love,other
7e/7ed8c75a.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
a8/a8a2724b.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
93/93062e3f.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
c1/c19a9468.jpg,What material is this phone case made of?,plastic,['Question: What material is this phone case made of? Answer: Polycarbonate\n'],Polycarbonate,polycarbonate,plastic
60/6041a038.jpg,What type of product is visible in the image?,Phone case,['Question: What type of product is visible in the image? Answer: A phone case\n'],A phone case,a phone case,phone case
8b/8b07cdda.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
70/70979135.jpg,What material is the teddy bear holding in this image?,plastic,['Question: What material is the teddy bear holding in this image? Answer: it is made of polyester\n'],it is made of polyester,it is made of polyester,plastic
61/61ec2840.jpg,What image is printed on the phone case?,cat,['Question: What image is printed on the phone case? Answer: a cat\n'],a cat,a cat,cat
e8/e8177525.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
48/487bda0c.jpg,What kind of cell phone is in the image?,vivo y21l,['Question: What kind of cell phone is in the image? Answer: samsung galaxy s4\n'],samsung galaxy s4,samsung galaxy s4,vivo y21l
c8/c8edc748.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A guitar case for lg g6\n'],A guitar case for lg g6,a guitar case for lg g6,cellular phone case
5b/5bf0b1eb.jpg,What type of phone case is this?,Comics and cartoons,['Question: What type of phone case is this? Answer: it is a phone case for the moto g'],it is a phone case for the moto g,it is a phone case for the moto g,comics and cartoons
41/418e8d79.jpg,What material is the brick pattern used for in this product image?,Plastic,['Question: What material is the brick pattern used for in this product image? Answer: Plastic\n'],Plastic,plastic,plastic
26/26ce7690.jpg,What design is printed on this phone case?,floral,['Question: What design is printed on this phone case? Answer: Purple flowers\n'],Purple flowers,purple flowers,floral
29/295ccddd.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A peacock feather\n'],A peacock feather,a peacock feather,cellular phone case
38/384e6596.jpg,What color is the teddy bear in the phone case image?,brown,['Question: What color is the teddy bear in the phone case image? Answer: it is a brown bear\n'],it is a brown bear,it is a brown bear,brown
a0/a03014e5.jpg,What design is printed on this phone case?,boss,['Question: What design is printed on this phone case? Answer:\n'],,,boss
78/78940ebd.jpg,What design is printed on this phone case?,peace sign,['Question: What design is printed on this phone case? Answer: a peace sign\n'],a peace sign,a peace sign,peace sign
5d/5db7a086.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
a0/a0856889.jpg,What is the main message on the phone case?,enjoy your own life,['Question: What is the main message on the phone case? Answer: Enjoy your own life\n'],Enjoy your own life,enjoy your own life,enjoy your own life
20/2041a59a.jpg,Which smartphone brand does the case represent?,samsung,['Question: Which smartphone brand does the case represent? Answer: samsung galaxy s6\n'],samsung galaxy s6,samsung galaxy s6,samsung
ad/ada3a0ae.jpg,What is the main color of the case in the image?,pink,['Question: What is the main color of the case in the image? Answer: pink\n'],pink,pink,pink
d6/d6d0f695.jpg,What type of product is the image showcasing?,cellular_phone_case,['Question: What type of product is the image showcasing? Answer: A case for the iphone xr\n'],A case for the iphone xr,a case for the iphone xr,cellular phone case
78/78b3218f.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a phone case for samsung galaxy s'],This is a phone case for samsung galaxy s,this is a phone case for samsung galaxy s,cellular phone case
3d/3d97349e.jpg,Which character or theme is depicted in the phone case's design?,witch,"[""Question: Which character or theme is depicted in the phone case's design? Answer: the moon\n""]",the moon,the moon,witch
1c/1c3b99d6.jpg,What color is the material used for this product?,brown,['Question: What color is the material used for this product? Answer: Black\n'],Black,black,brown
06/06fe499c.jpg,What animal is featured in the image of the phone case?,panda,['Question: What animal is featured in the image of the phone case? Answer: Panda\n'],Panda,panda,panda
e5/e5dbbe4d.jpg,What material is the cellular phone case in the image made of?,wood,['Question: What material is the cellular phone case in the image made of? Answer: Wood\n'],Wood,wood,wood
25/254f57f3.jpg,What is the material of the cellphone case in the image?,plastic,['Question: What is the material of the cellphone case in the image? Answer:\n'],,,plastic
17/17437977.jpg,What material is the phone case made of?,leather,['Question: What material is the phone case made of? Answer: Orange\n'],Orange,orange,leather
b0/b086e014.jpg,What is the color of the phone case in the image?,black,['Question: What is the color of the phone case in the image? Answer: green\n'],green,green,black
cf/cfba96f4.jpg,What type of product is the cellular phone case in the image?,asus zenfone 3 max zc553kl,['Question: What type of product is the cellular phone case in the image? Answer: a phone case\n'],a phone case,a phone case,asus zenfone 3 max zc553kl
00/0068aaf4.jpg,What color is the phone case in the image?,red,['Question: What color is the phone case in the image? Answer: Red and black\n'],Red and black,red and black,red
94/94ddbe7a.jpg,What design is printed on the phone case?,space,['Question: What design is printed on the phone case? Answer: The design is printed on the phone case\n'],The design is printed on the phone case,the design is printed on the phone case,space
87/8738d672.jpg,What type of product is this phone case?,Art supplies,['Question: What type of product is this phone case? Answer: Phone case\n'],Phone case,phone case,art supplies
45/452a74f9.jpg,What type of phone case is this?,transparent,['Question: What type of phone case is this? Answer:\n'],,,transparent
2a/2a446223.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
e5/e5f8e5bd.jpg,What material is the cellphone in the image made of?,plastic,['Question: What material is the cellphone in the image made of? Answer: wood\n'],wood,wood,plastic
1f/1f7cf17f.jpg,What type of product is the image?,cellular_phone_case,['Question: What type of product is the image? Answer: a phone case\n'],a phone case,a phone case,cellular phone case
1b/1b9ae640.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cellular phone case
c9/c90bd41b.jpg,What design is printed on the phone case in this image?,monster,['Question: What design is printed on the phone case in this image? Answer: a cute cartoon character\n'],a cute cartoon character,a cute cartoon character,monster
17/177a4700.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Phone case\n'],Phone case,phone case,cellular phone case
9b/9b21c435.jpg,What is the main color of this wooden texture phone case?,red,['Question: What is the main color of this wooden texture phone case? Answer: Red\n'],Red,red,red
9c/9cd47b59.jpg,What type of phone case is this?,3gen17,['Question: What type of phone case is this? Answer:\n'],,,3gen17
